,target
9227,14
9228,19
9229,19
9230,10
9231,14
9232,14
9233,17
9234,8
9235,0
9236,7
9237,0
9238,11
9239,2
9240,15
9241,13
9242,13
9243,11
9244,1
9245,12
9246,15
9247,10
9248,10
9249,17
9250,17
9251,18
9252,10
9253,17
9254,1
9255,10
9256,12
9257,18
9258,6
9259,9
9260,2
9261,4
9262,12
9263,10
9264,10
9265,15
9266,8
9267,9
9268,9
9269,13
9270,4
9271,18
9272,16
9273,10
9274,8
9275,14
9276,8
9277,18
9278,1
9279,3
9280,10
9281,16
9282,2
9283,15
9284,16
9285,11
9286,16
9287,2
9288,1
9289,19
9290,7
9291,18
9292,13
9293,9
9294,7
9295,13
9296,14
9297,2
9298,8
9299,0
9300,3
9301,11
9302,4
9303,14
9304,8
9305,17
9306,4
9307,13
9308,17
9309,3
9310,10
9311,1
9312,5
9313,2
9314,2
9315,5
9316,11
9317,9
9318,13
9319,10
9320,8
9321,13
9322,4
9323,14
9324,15
9325,17
9326,16
9327,15
9328,4
9329,3
9330,7
9331,17
9332,18
9333,14
9334,16
9335,19
9336,17
9337,15
9338,18
9339,4
9340,19
9341,7
9342,4
9343,15
9344,12
9345,9
9346,12
9347,10
9348,18
9349,1
9350,13
9351,11
9352,19
9353,0
9354,18
9355,16
9356,5
9357,0
9358,3
9359,14
9360,3
9361,0
9362,15
9363,11
9364,1
9365,11
9366,0
9367,14
9368,5
9369,5
9370,15
9371,13
9372,15
9373,12
9374,12
9375,11
9376,18
9377,10
9378,19
9379,15
9380,2
9381,6
9382,6
9383,0
9384,15
9385,18
9386,10
9387,3
9388,0
9389,8
9390,9
9391,11
9392,9
9393,11
9394,10
9395,6
9396,11
9397,12
9398,4
9399,16
9400,0
9401,5
9402,12
9403,13
9404,6
9405,5
9406,5
9407,13
9408,9
9409,18
9410,10
9411,9
9412,10
9413,1
9414,9
9415,7
9416,7
9417,18
9418,18
9419,15
9420,16
9421,12
9422,5
9423,19
9424,16
9425,3
9426,18
9427,16
9428,4
9429,0
9430,0
9431,2
9432,5
9433,18
9434,9
9435,11
9436,18
9437,5
9438,8
9439,13
9440,5
9441,13
9442,4
9443,13
9444,6
9445,17
9446,1
9447,19
9448,2
9449,19
9450,9
9451,17
9452,1
9453,10
9454,1
9455,14
9456,7
9457,19
9458,3
9459,5
9460,7
9461,18
9462,17
9463,14
9464,6
9465,10
9466,9
9467,11
9468,3
9469,2
9470,13
9471,5
9472,0
9473,12
9474,15
9475,19
9476,19
9477,4
9478,14
9479,15
9480,12
9481,8
9482,13
9483,14
9484,13
9485,18
9486,10
9487,10
9488,10
9489,13
9490,6
9491,7
9492,9
9493,3
9494,16
9495,7
9496,14
9497,8
9498,7
9499,2
9500,7
9501,18
9502,16
9503,7
9504,10
9505,16
9506,1
9507,5
9508,17
9509,12
9510,13
9511,1
9512,6
9513,4
9514,6
9515,15
9516,19
9517,15
9518,14
9519,11
9520,12
9521,14
9522,19
9523,12
9524,19
9525,3
9526,18
9527,13
9528,2
9529,17
9530,1
9531,4
9532,9
9533,1
9534,6
9535,12
9536,8
9537,15
9538,18
9539,9
9540,10
9541,6
9542,12
9543,16
9544,16
9545,3
9546,14
9547,12
9548,1
9549,15
9550,9
9551,9
9552,18
9553,12
9554,2
9555,17
9556,10
9557,13
9558,18
9559,2
9560,9
9561,1
9562,5
9563,6
9564,10
9565,0
9566,9
9567,14
9568,13
9569,5
9570,0
9571,9
9572,6
9573,6
9574,9
9575,16
9576,17
9577,14
9578,3
9579,13
9580,7
9581,2
9582,18
9583,15
9584,7
9585,18
9586,4
9587,2
9588,12
9589,8
9590,17
9591,0
9592,19
9593,3
9594,8
9595,15
9596,2
9597,14
9598,11
9599,14
9600,8
9601,14
9602,5
9603,16
9604,1
9605,9
9606,9
9607,3
9608,11
9609,9
9610,12
9611,14
9612,19
9613,7
9614,5
9615,8
9616,6
9617,13
9618,9
9619,0
9620,16
9621,3
9622,18
9623,17
9624,4
9625,10
9626,14
9627,0
9628,5
9629,12
9630,9
9631,0
9632,7
9633,15
9634,5
9635,10
9636,2
9637,13
9638,14
9639,4
9640,17
9641,9
9642,8
9643,6
9644,9
9645,4
9646,5
9647,5
9648,9
9649,12
9650,16
9651,17
9652,0
9653,19
9654,18
9655,9
9656,1
9657,9
9658,6
9659,18
9660,18
9661,16
9662,15
9663,6
9664,14
9665,14
9666,5
9667,12
9668,6
9669,14
9670,15
9671,4
9672,2
9673,11
9674,14
9675,1
9676,4
9677,2
9678,10
9679,3
9680,5
9681,13
9682,12
9683,3
9684,2
9685,17
9686,8
9687,16
9688,0
9689,8
9690,1
9691,10
9692,6
9693,14
9694,0
9695,13
9696,1
9697,18
9698,15
9699,17
9700,16
9701,6
9702,17
9703,5
9704,16
9705,16
9706,12
9707,17
9708,11
9709,16
9710,10
9711,15
9712,7
9713,1
9714,7
9715,10
9716,9
9717,17
9718,16
9719,13
9720,9
9721,17
9722,4
9723,0
9724,7
9725,14
9726,10
9727,0
9728,16
9729,15
9730,2
9731,17
9732,0
9733,5
9734,12
9735,11
9736,4
9737,8
9738,3
9739,19
9740,3
9741,17
9742,8
9743,13
9744,2
9745,3
9746,9
9747,1
9748,17
9749,13
9750,14
9751,15
9752,19
9753,18
9754,19
9755,16
9756,10
9757,9
9758,14
9759,14
9760,10
9761,16
9762,10
9763,1
9764,12
9765,5
9766,0
9767,7
9768,8
9769,7
9770,19
9771,2
9772,2
9773,11
9774,7
9775,18
9776,8
9777,11
9778,16
9779,19
9780,12
9781,4
9782,16
9783,9
9784,12
9785,1
9786,13
9787,17
9788,9
9789,7
9790,9
9791,16
9792,16
9793,17
9794,12
9795,7
9796,8
9797,6
9798,11
9799,9
9800,11
9801,18
9802,10
9803,8
9804,1
9805,18
9806,13
9807,10
9808,3
9809,6
9810,1
9811,2
9812,14
9813,13
9814,14
9815,6
9816,17
9817,19
9818,14
9819,11
9820,1
9821,7
9822,6
9823,8
9824,11
9825,6
9826,2
9827,1
9828,17
9829,16
9830,15
9831,18
9832,14
9833,18
9834,10
9835,12
9836,16
9837,5
9838,13
9839,1
9840,8
9841,4
9842,11
9843,8
9844,1
9845,8
9846,1
9847,9
9848,7
9849,12
9850,11
9851,16
9852,13
9853,15
9854,12
9855,17
9856,0
9857,0
9858,2
9859,10
9860,11
9861,14
9862,8
9863,10
9864,14
9865,9
9866,2
9867,16
9868,14
9869,12
9870,6
9871,7
9872,17
9873,15
9874,13
9875,16
9876,14
9877,13
9878,7
9879,5
9880,3
9881,12
9882,11
9883,16
9884,1
9885,2
9886,11
9887,16
9888,9
9889,18
9890,15
9891,6
9892,4
9893,11
9894,15
9895,9
9896,2
9897,3
9898,6
9899,19
9900,14
9901,9
9902,3
9903,15
9904,15
9905,13
9906,10
9907,7
9908,18
9909,13
9910,1
9911,15
9912,9
9913,15
9914,15
9915,18
9916,18
9917,17
9918,12
9919,1
9920,17
9921,4
9922,12
9923,0
9924,12
9925,16
9926,0
9927,17
9928,5
9929,5
9930,11
9931,6
9932,15
9933,13
9934,14
9935,3
9936,16
9937,8
9938,16
9939,3
9940,2
9941,6
9942,7
9943,11
9944,18
9945,1
9946,16
9947,5
9948,3
9949,14
9950,5
9951,1
9952,9
9953,11
9954,10
9955,19
9956,4
9957,8
9958,0
9959,13
9960,3
9961,9
9962,12
9963,9
9964,14
9965,14
9966,18
9967,0
9968,15
9969,9
9970,13
9971,18
9972,3
9973,9
9974,16
9975,11
9976,2
9977,17
9978,19
9979,1
9980,0
9981,4
9982,12
9983,17
9984,18
9985,19
9986,14
9987,13
9988,10
9989,8
9990,6
9991,3
9992,12
9993,19
9994,11
9995,8
9996,7
9997,10
9998,1
9999,3
10000,7
10001,6
10002,2
10003,0
10004,0
10005,1
10006,9
10007,8
10008,10
10009,12
10010,14
10011,18
10012,4
10013,14
10014,0
10015,13
10016,2
10017,17
10018,6
10019,15
10020,15
10021,9
10022,5
10023,13
10024,7
10025,8
10026,0
10027,1
10028,15
10029,18
10030,14
10031,10
10032,10
10033,0
10034,7
10035,6
10036,8
10037,3
10038,5
10039,13
10040,19
10041,0
10042,4
10043,13
10044,18
10045,18
10046,6
10047,9
10048,12
10049,6
10050,13
10051,7
10052,0
10053,19
10054,17
10055,0
10056,19
10057,2
10058,2
10059,12
10060,7
10061,9
10062,15
10063,5
10064,16
10065,12
10066,1
10067,11
10068,5
10069,2
10070,8
10071,13
10072,15
10073,11
10074,12
10075,13
10076,19
10077,14
10078,8
10079,7
10080,0
10081,5
10082,4
10083,10
10084,2
10085,8
10086,14
10087,16
10088,1
10089,6
10090,7
10091,19
10092,15
10093,9
10094,16
10095,3
10096,1
10097,5
10098,16
10099,6
10100,1
10101,7
10102,1
10103,5
10104,2
10105,10
10106,15
10107,16
10108,0
10109,6
10110,3
10111,7
10112,2
10113,8
10114,12
10115,12
10116,1
10117,0
10118,9
10119,1
10120,10
10121,7
10122,2
10123,19
10124,2
10125,18
10126,6
10127,10
10128,3
10129,5
10130,7
10131,17
10132,3
10133,12
10134,11
10135,3
10136,2
10137,0
10138,10
10139,2
10140,1
10141,3
10142,14
10143,11
10144,7
10145,11
10146,4
10147,9
10148,1
10149,2
10150,6
10151,12
10152,5
10153,11
10154,11
10155,10
10156,11
10157,15
10158,5
10159,5
10160,10
10161,10
10162,10
10163,9
10164,8
10165,14
10166,0
10167,8
10168,16
10169,7
10170,10
10171,1
10172,0
10173,16
10174,7
10175,16
10176,18
10177,7
10178,7
10179,7
10180,14
10181,14
10182,0
10183,12
10184,19
10185,3
10186,1
10187,11
10188,19
10189,8
10190,4
10191,5
10192,15
10193,15
10194,0
10195,12
10196,0
10197,17
10198,13
10199,7
10200,10
10201,18
10202,9
10203,6
10204,1
10205,12
10206,0
10207,11
10208,6
10209,7
10210,4
10211,10
10212,11
10213,7
10214,10
10215,8
10216,5
10217,5
10218,16
10219,14
10220,12
10221,1
10222,17
10223,4
10224,2
10225,15
10226,1
10227,16
10228,2
10229,19
10230,17
10231,19
10232,12
10233,16
10234,16
10235,17
10236,12
10237,13
10238,14
10239,4
10240,18
10241,11
10242,9
10243,12
10244,19
10245,16
10246,12
10247,11
10248,3
10249,7
10250,6
10251,13
10252,13
10253,9
10254,0
10255,12
10256,12
10257,12
10258,18
10259,5
10260,2
10261,11
10262,18
10263,5
10264,13
10265,6
10266,4
10267,11
10268,10
10269,3
10270,16
10271,17
10272,8
10273,12
10274,12
10275,2
10276,5
10277,17
10278,0
10279,5
10280,18
10281,4
10282,4
10283,4
10284,6
10285,12
10286,13
10287,6
10288,12
10289,18
10290,8
10291,6
10292,9
10293,10
10294,15
10295,14
10296,1
10297,11
10298,6
10299,12
10300,12
10301,17
10302,18
10303,15
10304,5
10305,5
10306,10
10307,14
10308,1
10309,7
10310,17
10311,1
10312,5
10313,11
10314,11
10315,8
10316,3
10317,19
10318,18
10319,1
10320,15
10321,15
10322,2
10323,0
10324,14
10325,12
10326,11
10327,16
10328,17
10329,2
10330,13
10331,9
10332,10
10333,15
10334,5
10335,11
10336,1
10337,13
10338,8
10339,3
10340,13
10341,6
10342,13
10343,2
10344,14
10345,12
10346,6
10347,0
10348,13
10349,4
10350,9
10351,3
10352,0
10353,10
10354,9
10355,7
10356,16
10357,12
10358,13
10359,11
10360,1
10361,19
10362,4
10363,6
10364,13
10365,1
10366,4
10367,19
10368,13
10369,5
10370,2
10371,14
10372,18
10373,3
10374,17
10375,18
10376,19
10377,17
10378,11
10379,8
10380,4
10381,9
10382,11
10383,5
10384,11
10385,3
10386,15
10387,3
10388,9
10389,3
10390,9
10391,15
10392,13
10393,17
10394,2
10395,15
10396,11
10397,0
10398,17
10399,18
10400,1
10401,11
10402,1
10403,2
10404,12
10405,16
10406,16
10407,3
10408,12
10409,8
10410,5
10411,8
10412,8
10413,3
10414,5
10415,1
10416,2
10417,10
10418,11
10419,8
10420,3
10421,8
10422,14
10423,19
10424,4
10425,1
10426,10
10427,9
10428,18
10429,1
10430,0
10431,10
10432,4
10433,16
10434,4
10435,4
10436,18
10437,6
10438,10
10439,19
10440,10
10441,14
10442,13
10443,1
10444,8
10445,8
10446,15
10447,18
10448,0
10449,12
10450,15
10451,1
10452,4
10453,12
10454,8
10455,9
10456,11
10457,10
10458,9
10459,10
10460,5
10461,10
10462,15
10463,4
10464,0
10465,1
10466,15
10467,10
10468,4
10469,1
10470,16
10471,14
10472,6
10473,18
10474,16
10475,16
10476,10
10477,0
10478,13
10479,12
10480,13
10481,5
10482,2
10483,6
10484,13
10485,0
10486,12
10487,5
10488,6
10489,6
10490,2
10491,13
10492,4
10493,8
10494,4
10495,13
10496,11
10497,7
10498,14
10499,7
10500,18
10501,1
10502,0
10503,9
10504,13
10505,9
10506,11
10507,1
10508,7
10509,17
10510,3
10511,1
10512,5
10513,7
10514,3
10515,11
10516,5
10517,9
10518,7
10519,14
10520,16
10521,7
10522,13
10523,15
10524,12
10525,16
10526,17
10527,14
10528,11
10529,11
10530,14
10531,6
10532,18
10533,2
10534,13
10535,16
10536,9
10537,10
10538,15
10539,19
10540,16
10541,2
10542,15
10543,18
10544,13
10545,19
10546,7
10547,10
10548,14
10549,13
10550,19
10551,13
10552,1
10553,17
10554,3
10555,6
10556,10
10557,15
10558,11
10559,7
10560,5
10561,3
10562,16
10563,5
10564,18
10565,3
10566,18
10567,3
10568,19
10569,2
10570,10
10571,19
10572,14
10573,11
10574,9
10575,11
10576,6
10577,1
10578,0
10579,9
10580,2
10581,8
10582,5
10583,17
10584,14
10585,6
10586,5
10587,15
10588,4
10589,17
10590,1
10591,2
10592,8
10593,10
10594,14
10595,13
10596,4
10597,2
10598,8
10599,3
10600,1
10601,9
10602,5
10603,19
10604,18
10605,12
10606,6
10607,4
10608,8
10609,11
10610,5
10611,11
10612,12
10613,19
10614,17
10615,6
10616,2
10617,13
10618,10
10619,14
10620,1
10621,10
10622,2
10623,16
10624,15
10625,7
10626,7
10627,9
10628,8
10629,18
10630,8
10631,6
10632,7
10633,13
10634,6
10635,6
10636,16
10637,17
10638,17
10639,8
10640,5
10641,14
10642,6
10643,2
10644,10
10645,15
10646,9
10647,0
10648,11
10649,15
10650,2
10651,12
10652,15
10653,19
10654,4
10655,2
10656,4
10657,1
10658,6
10659,16
10660,8
10661,6
10662,15
10663,1
10664,15
10665,12
10666,15
10667,18
10668,12
10669,17
10670,2
10671,0
10672,6
10673,6
10674,17
10675,10
10676,17
10677,14
10678,15
10679,14
10680,15
10681,5
10682,4
10683,15
10684,4
10685,7
10686,4
10687,13
10688,9
10689,13
10690,15
10691,4
10692,5
10693,14
10694,16
10695,7
10696,2
10697,12
10698,16
10699,3
10700,0
10701,2
10702,11
10703,12
10704,16
10705,7
10706,3
10707,10
10708,9
10709,1
10710,1
10711,14
10712,7
10713,9
10714,3
10715,7
10716,10
10717,15
10718,0
10719,12
10720,7
10721,19
10722,0
10723,8
10724,13
10725,17
10726,14
10727,1
10728,15
10729,16
10730,2
10731,1
10732,17
10733,17
10734,14
10735,16
10736,6
10737,7
10738,8
10739,6
10740,16
10741,4
10742,8
10743,6
10744,16
10745,17
10746,14
10747,1
10748,8
10749,11
10750,3
10751,0
10752,11
10753,1
10754,15
10755,6
10756,15
10757,6
10758,8
10759,7
10760,9
10761,17
10762,14
10763,3
10764,8
10765,17
10766,4
10767,3
10768,19
10769,12
10770,12
10771,8
10772,2
10773,7
10774,2
10775,15
10776,2
10777,6
10778,11
10779,0
10780,16
10781,2
10782,3
10783,14
10784,12
10785,11
10786,16
10787,11
10788,1
10789,11
10790,13
10791,13
10792,9
10793,9
10794,13
10795,16
10796,3
10797,9
10798,4
10799,19
10800,11
10801,16
10802,17
10803,6
10804,4
10805,14
10806,11
10807,3
10808,15
10809,14
10810,9
10811,1
10812,6
10813,18
10814,17
10815,15
10816,2
10817,9
10818,1
10819,17
10820,4
10821,2
10822,14
10823,14
10824,11
10825,15
10826,7
10827,18
10828,12
10829,8
10830,6
10831,8
10832,18
10833,2
10834,3
10835,3
10836,0
10837,11
10838,18
10839,14
10840,18
10841,16
10842,13
10843,0
10844,12
10845,13
10846,16
10847,6
10848,8
10849,1
10850,6
10851,14
10852,19
10853,9
10854,15
10855,14
10856,4
10857,2
10858,4
10859,9
10860,1
10861,11
10862,5
10863,2
10864,14
10865,14
10866,7
10867,9
10868,17
10869,3
10870,17
10871,1
10872,18
10873,14
10874,0
10875,6
10876,3
10877,12
10878,0
10879,9
10880,17
10881,15
10882,11
10883,7
10884,7
10885,3
10886,6
10887,15
10888,17
10889,4
10890,13
10891,6
10892,1
10893,4
10894,1
10895,13
10896,2
10897,11
10898,0
10899,9
10900,16
10901,5
10902,17
10903,15
10904,18
10905,7
10906,2
10907,1
10908,8
10909,19
10910,0
10911,15
10912,17
10913,11
10914,8
10915,6
10916,14
10917,0
10918,11
10919,12
10920,8
10921,3
10922,11
10923,5
10924,0
10925,2
10926,19
10927,5
10928,7
10929,16
10930,5
10931,3
10932,15
10933,18
10934,3
10935,4
10936,14
10937,12
10938,19
10939,7
10940,14
10941,16
10942,6
10943,7
10944,10
10945,19
10946,2
10947,17
10948,12
10949,7
10950,14
10951,2
10952,15
10953,3
10954,12
10955,13
10956,4
10957,2
10958,12
10959,6
10960,16
10961,7
10962,15
10963,2
10964,10
10965,15
10966,18
10967,8
10968,11
10969,13
10970,2
10971,13
10972,8
10973,1
10974,4
10975,14
10976,0
10977,17
10978,10
10979,8
10980,2
10981,5
10982,10
10983,1
10984,18
10985,16
10986,18
10987,9
10988,4
10989,5
10990,6
10991,10
10992,2
10993,12
10994,4
10995,15
10996,4
10997,1
10998,17
10999,4
11000,14
11001,4
11002,19
11003,7
11004,15
11005,18
11006,9
11007,9
11008,11
11009,11
11010,17
11011,12
11012,10
11013,0
11014,7
11015,3
11016,14
11017,6
11018,18
11019,8
11020,15
11021,11
11022,4
11023,7
11024,14
11025,5
11026,0
11027,13
11028,7
11029,9
11030,15
11031,2
11032,4
11033,17
11034,14
11035,7
11036,16
11037,18
11038,8
11039,13
11040,4
11041,14
11042,2
11043,11
11044,15
11045,11
11046,10
11047,8
11048,10
11049,8
11050,10
11051,12
11052,2
11053,19
11054,8
11055,2
11056,3
11057,3
11058,5
11059,13
11060,1
11061,18
11062,11
11063,14
11064,8
11065,0
11066,16
11067,2
11068,16
11069,6
11070,16
11071,14
11072,17
11073,7
11074,11
11075,4
11076,6
11077,7
11078,5
11079,14
11080,4
11081,16
11082,1
11083,6
11084,17
11085,11
11086,7
11087,11
11088,14
11089,5
11090,10
11091,6
11092,10
11093,15
11094,8
11095,3
11096,0
11097,15
11098,19
11099,13
11100,3
11101,11
11102,11
11103,2
11104,1
11105,10
11106,3
11107,14
11108,11
11109,8
11110,5
11111,16
11112,18
11113,15
11114,5
11115,19
11116,14
11117,15
11118,11
11119,17
11120,12
11121,12
11122,15
11123,10
11124,10
11125,14
11126,4
11127,2
11128,18
11129,14
11130,10
11131,1
11132,18
11133,17
11134,18
11135,12
11136,18
11137,8
11138,14
11139,5
11140,8
11141,18
11142,18
11143,17
11144,14
11145,6
11146,10
11147,2
11148,13
11149,5
11150,19
11151,11
11152,7
11153,19
11154,12
11155,17
11156,13
11157,16
11158,1
11159,0
11160,9
11161,6
11162,8
11163,3
11164,5
11165,19
11166,6
11167,5
11168,3
11169,7
11170,12
11171,16
11172,14
11173,3
11174,1
11175,4
11176,10
11177,18
11178,13
11179,19
11180,8
11181,14
11182,0
11183,19
11184,2
11185,7
11186,1
11187,15
11188,19
11189,15
11190,19
11191,1
11192,14
11193,3
11194,0
11195,0
11196,19
11197,11
11198,14
11199,18
11200,8
11201,10
11202,7
11203,8
11204,3
11205,4
11206,15
11207,0
11208,7
11209,17
11210,11
11211,6
11212,10
11213,5
11214,10
11215,12
11216,14
11217,11
11218,0
11219,18
11220,6
11221,16
11222,6
11223,10
11224,16
11225,7
11226,4
11227,3
11228,2
11229,3
11230,18
11231,10
11232,2
11233,18
11234,2
11235,1
11236,18
11237,4
11238,7
11239,10
11240,1
11241,3
11242,10
11243,11
11244,3
11245,13
11246,5
11247,18
11248,6
11249,1
11250,12
11251,5
11252,16
11253,15
11254,11
11255,0
11256,3
11257,16
11258,13
11259,19
11260,15
11261,14
11262,3
11263,9
11264,3
11265,8
11266,10
11267,0
11268,15
11269,8
11270,17
11271,2
11272,15
11273,18
11274,13
11275,14
11276,0
11277,17
11278,15
11279,5
11280,17
11281,10
11282,7
11283,2
11284,4
11285,9
11286,14
11287,10
11288,7
11289,1
11290,4
11291,7
11292,7
11293,6
11294,10
11295,3
11296,9
11297,3
11298,10
11299,17
11300,15
11301,6
11302,11
11303,4
11304,19
11305,17
11306,3
11307,6
11308,5
11309,13
11310,4
11311,3
11312,1
11313,8
